Grand Traverse County|2017|2124.0
Granite County|2017|95.0
Grant County|2017|545.0714285714286
Grant Parish|2017|517.0
Granville County|2017|1162.0
Gratiot County|2017|993.0
Graves County|2017|947.0
Gray County|2017|251.0
Grays Harbor County|2017|1978.0
Grayson County|2017|1045.6666666666667
Greeley County|2017|27.0
Green County|2017|412.0
Green Lake County|2017|367.0
Greenbrier County|2017|760.0
Greene County|2017|1066.642857142857
Greenlee County|2017|204.0
Greensville County|2017|196.0
Greenup County|2017|1054.0
Greenville County|2017|9061.0
Greenwood County|2017|767.5
Greer County|2017|111.0
Gregg County|2017|2954.0
Gregory County|2017|72.0
Grenada County|2017|444.0
Griggs County|2017|33.0
Grimes County|2017|572.0
Grundy County|2017|532.0
Guadalupe County|2017|1334.5
Guanica Municipio|2017|748.0
Guayama Municipio|2017|1859.0
Guayanilla Municipio|2017|851.0
Guaynabo Municipio|2017|1914.0
Guernsey County|2017|1149.0
Guilford County|2017|12546.0
Gulf County|2017|232.0
Gunnison County|2017|214.0
Gurabo Municipio|2017|1289.0
Guthrie County|2017|179.0
Gwinnett County|2017|20440.0
Haakon County|2017|31.0
Habersham County|2017|887.0
Haines Borough|2017|99.0
Hale County|2017|495.5
Halifax County|2017|1152.0
Hall County|2017|1693.0
Hamblen County|2017|1097.0
Hamilton County|2017|3031.3
Hamlin County|2017|116.0
Hampden County|2017|11228.0
Hampshire County|2017|1714.0
Hampton County|2017|367.0
Hampton city|2017|3292.0
Hancock County|2017|669.8
Hand County|2017|46.0
Hanover County|2017|1942.0
Hansford County|2017|72.0
Hanson County|2017|71.0
Haralson County|2017|597.0
Hardee County|2017|520.0
Hardeman County|2017|271.0
Hardin County|2017|891.6666666666666
Harding County|2017|21.0
Hardy County|2017|289.0
Harford County|2017|5402.0
Harlan County|2017|349.5
Harmon County|2017|49.0
Harnett County|2017|2705.0
Harney County|2017|215.0
Harper County|2017|78.5
Harris County|2017|57078.0
Harrison County|2017|1141.75
Harrisonburg city|2017|1097.0
Hart County|2017|431.0
Hartford County|2017|23305.0
Hartley County|2017|58.0
Harvey County|2017|688.0
Haskell County|2017|151.66666666666666
Hatillo Municipio|2017|1848.0
Hawaii County|2017|2565.0
Hawkins County|2017|1000.0
Hayes County|2017|14.0
Hays County|2017|3378.0
Haywood County|2017|797.0
Heard County|2017|258.0
Hemphill County|2017|58.0
Hempstead County|2017|342.0
Henderson County|2017|1067.0
Hendricks County|2017|2482.0
Hendry County|2017|1134.0
Hennepin County|2017|21118.0
Henrico County|2017|6661.0
Henry County|2017|1133.4
Herkimer County|2017|1634.0
Hernando County|2017|3557.0
Hertford County|2017|540.0
Hettinger County|2017|29.0
Hickman County|2017|252.5
Hickory County|2017|166.0
Hidalgo County|2017|12682.0
Highland County|2017|535.5
Highlands County|2017|2019.0
Hill County|2017|462.0
Hillsborough County|2017|17125.0
Hillsdale County|2017|1044.0
Hinds County|2017|5333.0
Hinsdale County|2017|11.0
Hitchcock County|2017|42.0
Hocking County|2017|713.0
Hockley County|2017|419.0
Hodgeman County|2017|25.0
Hoke County|2017|1152.0
Holmes County|2017|538.3333333333334
Holt County|2017|109.5
Honolulu County/city|2017|10554.0
Hood County|2017|1075.0
Hood River County|2017|518.0
Hooker County|2017|15.0
Hoonah-Angoon Census Area|2017|144.0
Hopewell city|2017|605.0
Hopkins County|2017|793.5
Hormigueros Municipio|2017|714.0
Horry County|2017|7106.0
Hot Spring County|2017|523.0
Hot Springs County|2017|90.0
Houghton County|2017|1003.0
Houston County|2017|1242.4
Howard County|2017|1198.4285714285713
Howell County|2017|758.0
Hubbard County|2017|552.0
Hudson County|2017|15869.0
Hudspeth County|2017|92.0
Huerfano County|2017|148.0
Hughes County|2017|293.5
Humacao Municipio|2017|2409.0
Humboldt County|2017|1049.0
Humphreys County|2017|294.0
Hunt County|2017|1627.0
Hunterdon County|2017|2285.0
Huntingdon County|2017|1187.0
Huntington County|2017|659.0
Huron County|2017|1323.5
Hutchinson County|2017|339.0
Hyde County|2017|101.5
Iberia Parish|2017|2144.0
Iberville Parish|2017|870.0
Ida County|2017|95.0
Idaho County|2017|309.0
Imperial County|2017|14105.0
Independence County|2017|685.0
Indian River County|2017|3153.0
Indiana County|2017|2323.0
Ingham County|2017|6630.0
Inyo County|2017|381.0
Ionia County|2017|1209.0
Iosco County|2017|767.0
Iowa County|2017|343.5
Iredell County|2017|3706.0
Irion County|2017|23.0
Iron County|2017|415.5
Iroquois County|2017|654.0
Irwin County|2017|232.0
Isabela Municipio|2017|1706.0
Isabella County|2017|1625.0
Isanti County|2017|910.0
Island County|2017|1784.0
Isle of Wight County|2017|746.0
Issaquena County|2017|46.0
Itasca County|2017|1527.0
Itawamba County|2017|443.0
Izard County|2017|268.0
Jack County|2017|147.0
Jackson County|2017|1663.0869565217392
Jackson Parish|2017|318.0
James City County|2017|1272.0
Jasper County|2017|695.5
Jay County|2017|346.0
Jayuya Municipio|2017|560.0
Jeff Davis County|2017|202.0
Jefferson County|2017|2692.84
Jefferson Davis County|2017|290.0
Jefferson Davis Parish|2017|664.0
Jefferson Parish|2017|9771.0
Jenkins County|2017|219.0
Jennings County|2017|505.0
Jerauld County|2017|27.0
Jerome County|2017|321.0
Jersey County|2017|518.0
Jessamine County|2017|993.0
Jewell County|2017|45.0
Jim Hogg County|2017|137.0
Jim Wells County|2017|1259.0
Jo Daviess County|2017|484.0
Johnson County|2017|1710.5
Johnston County|2017|2062.0
Jones County|2017|471.8333333333333
Josephine County|2017|1905.0
Juab County|2017|184.0
Juana Diaz Municipio|2017|1957.0
Judith Basin County|2017|34.0
Juncos Municipio|2017|1408.0
Juneau Borough/city|2017|828.0
Juneau County|2017|457.0
Juniata County|2017|574.0
Kalamazoo County|2017|5456.0
Kalkaska County|2017|555.0
Kanabec County|2017|548.0
Kanawha County|2017|4216.0
Kandiyohi County|2017|811.0
Kane County|2017|6383.5
Kankakee County|2017|2919.0
Karnes County|2017|224.0
Kauai County|2017|859.0
Kaufman County|2017|2091.0
Kay County|2017|1059.0
Kearney County|2017|83.0
Kearny County|2017|51.0
Keith County|2017|138.0
Kemper County|2017|278.0
Kenai Peninsula Borough|2017|2300.0
Kendall County|2017|1838.5
Kenedy County|2017|8.0
Kennebec County|2017|2018.0
Kenosha County|2017|3495.0
Kent County|2017|4125.2
Kenton County|2017|3443.0
Keokuk County|2017|187.0
Kern County|2017|35442.0
Kerr County|2017|726.0
Kershaw County|2017|1320.0
Ketchikan Gateway Borough|2017|448.0
Kewaunee County|2017|346.0
Keweenaw County|2017|82.0
Keya Paha County|2017|15.0
Kidder County|2017|48.0
Kimball County|2017|56.0
Kimble County|2017|67.0
King County|2017|22753.0
King George County|2017|490.0
King William County|2017|308.0
King and Queen County|2017|136.0
Kingfisher County|2017|242.0
Kingman County|2017|126.0
Kings County|2017|31474.0
Kingsbury County|2017|87.0
Kinney County|2017|63.0
Kiowa County|2017|87.66666666666667
Kit Carson County|2017|84.0
Kitsap County|2017|5938.0
Kittitas County|2017|1180.0
Kittson County|2017|90.0
Klamath County|2017|1760.0
Kleberg County|2017|795.0
Klickitat County|2017|586.0
Knott County|2017|388.0
Knox County|2017|1377.888888888889
Kodiak Island Borough|2017|329.0
Koochiching County|2017|424.0
Kootenai County|2017|2900.0
Kosciusko County|2017|1128.0
Kossuth County|2017|210.0
Kusilvak Census Area|2017|563.0
La Crosse County|2017|1991.0
La Paz County|2017|467.0
La Plata County|2017|777.0
La Salle County|2017|155.0
LaGrange County|2017|506.0
LaMoure County|2017|43.0
LaPorte County|2017|2129.0
LaSalle County|2017|3073.0
LaSalle Parish|2017|291.0
Labette County|2017|469.0
Lac qui Parle County|2017|124.0
Lackawanna County|2017|5453.0
Laclede County|2017|788.0
Lafayette County|2017|454.6
Lafayette Parish|2017|5546.0
Lafourche Parish|2017|2191.0
Lajas Municipio|2017|1077.0
Lake County|2017|3673.0833333333335
Lake and Peninsula Borough|2017|86.0
Lake of the Woods County|2017|112.0
Lamar County|2017|713.25
Lamb County|2017|268.0
Lamoille County|2017|559.0
Lampasas County|2017|339.0
Lancaster County|2017|4316.5
Lander County|2017|144.0
Lane County|2017|4072.5
Langlade County|2017|412.0
Lanier County|2017|198.0
Lapeer County|2017|2208.0
Laramie County|2017|1779.0
Lares Municipio|2017|1358.0
Larimer County|2017|4747.0
Larue County|2017|286.0
